integer,integer,text,text,text,numeric,numeric,numeric,numeric,numeric,,,,,
2023,4,"Riddle, Robinson and Banks",SKU1538,Beer,57.68,166,N/A,112,426,,,TRUE,TRUE,TRUE
2023,4,Douglas PLC,SKU1547,Wine,485.7,165,43.09,469,285,,,TRUE,TRUE,TRUE
2023,4,Moore-Williams,SKU1555,Mixer,157.94,118,35.74,133,41,,,TRUE,TRUE,TRUE
2023,4,Rivera-Swanson,SKU1611,Mixer,307.97,96,12.79,340,191,,,TRUE,TRUE,TRUE
2023,4,Richardson-Ferguson,SKU1622,Wine,26.52,5,15.27,50,181,,,TRUE,TRUE,TRUE
2023,4,Douglas PLC,SKU1656,Spirits,388.85,176,14.94,58,257,,,TRUE,TRUE,TRUE
2023,4,Glover-Johnson,SKU1713,Mixer  ,176.42,140,23.51,162,154,,,TRUE,TRUE,TRUE
2023,4,"Martinez, Fry and Wallace",SKU1811,Wine,404.41,66,42.8,371,395,,,TRUE,TRUE,TRUE
2023,4,"Perkins, Turner and Elliott",SKU1822,Cider,342.32,34,20.49,44,387,,,TRUE,TRUE,TRUE
2023,4,Jones-Jensen,SKU1828,Wine,473.99,171,9.58,43,240,,,TRUE,TRUE,TRUE
2023,4,"Riddle, Robinson and Banks",SKU1840,Mixer,334.62,141,42.41,218,433,,,TRUE,TRUE,TRUE
2023,4,"Ayers, Morales and Jordan",SKU1956,Cider,332.73,60,44.02,475,498,,,TRUE,TRUE,TRUE
2023,4,Richardson-Ferguson,SKU2026,Spirits,374.39,82,43.71,42,445,,,TRUE,TRUE,TRUE
2023,4,Mejia-Holmes,SKU2115,Spirits,363.69,145,29.55,197,29,,,TRUE,TRUE,TRUE
2023,4,"Sutton, Rogers and Rodriguez",SKU2125,Cider,293.59,65,41.41,-302,168,,,TRUE,TRUE,TRUE
2023,4,Holt Ltd,SKU2216,Spirits,12.47,139,25.5,186,284,,,TRUE,TRUE,TRUE
2023,4,Lambert Inc,SKU2335,Spirits,86.48,193,10.04,172,17,,,TRUE,TRUE,TRUE
2023,4,"Mcknight, Lopez and Wilson",SKU2355,Cider,303.33,130,40.74,162,25,,,TRUE,TRUE,TRUE
2023,4,"Moore, Noble and Wallace",SKU2533,Beer,15.45,134,22.15,220,398,,,TRUE,TRUE,TRUE
2023,4,"SUTTON, ROGERS AND RODRIGUEZ",SKU2612,Wine,,13,40.82,439,363,,,FALSE,TRUE,TRUE
2023,4,"Perkins, Turner and Elliott",SKU2617,Mixer,191.92,32,21.73,172,293,,,TRUE,TRUE,TRUE
2023,4,Rodriguez-Allen,SKU2632,Cider,250.62,143,25.26,70,4,,,TRUE,TRUE,TRUE
2023,4,Romero Inc,SKU2662,Spirits  ,2.88,73,23.04,76,113,,,TRUE,TRUE,TRUE
2023,4,Baker Group,SKU2677,Cider,379.62,155,36.09,340,174,,,TRUE,TRUE,TRUE
2023,4,Vance Inc,SKU2681,Wine,236.54,107,7.79,44,274,,,TRUE,TRUE,TRUE
2023,4,"Robinson, Fleming and Adkins",SKU2805,Spirits,253.63,121,35.54,201,139,,,TRUE,TRUE,TRUE
2023,4,Douglas PLC,SKU2807,Cider,19.65,161,9.04,247,400,,,TRUE,TRUE,TRUE
2023,4,Moore-Williams,SKU2827,Beer,298.82,188,20.44,55,326,,,TRUE,TRUE,TRUE
2023,4,"Reed, Harris and Wilson",SKU2865,Mixer,183.03,56,7.39,377,55,,,TRUE,TRUE,TRUE
2023,4,Baker Group,SKU2910,Spirits,394.49,14,,370,173,,,TRUE,TRUE,TRUE
2023,4,"Allen, Ramirez and Rodriguez",SKU2928,Spirits,,173,25.11,382,362,,,FALSE,TRUE,TRUE
2023,4,"PERKINS, TURNER AND ELLIOTT",SKU2956,Cider,202.69,82,23.69,328,174,,,TRUE,TRUE,TRUE
2023,4,Rodriguez-Allen,SKU2973,Beer,166.78,189,39.75,162,446,,,TRUE,TRUE,TRUE
2023,4,Mejia-Holmes,SKU2988,Mixer,156.11,67,23.1,316,284,,,TRUE,TRUE,TRUE
2023,4,"Hanson, Morris and Moran",SKU2997,Mixer  ,96.38,132,14.07,418,435,,,TRUE,TRUE,TRUE
2023,4,RIVERA-SWANSON,SKU3016,Mixer  ,260.94,135,17.96,415,412,,,TRUE,TRUE,TRUE
2023,4,"Johnson, Davis and Finley",SKU3065,Cider,417.22,188,17.71,95,389,,,TRUE,TRUE,TRUE
2023,4,Hall PLC,SKU3072,Spirits,135.06,125,27.51,457,346,,,TRUE,TRUE,TRUE
2023,4,Rodriguez-Allen,SKU3073,Spirits,475.24,188,17.54,58,198,,,TRUE,TRUE,TRUE
2023,4,"Robinson, Young and Garcia",SKU3111,Wine,211.92,128,22.75,170,22,,,TRUE,TRUE,TRUE
2023,4,"Ayers, Morales and Jordan",SKU3126,Spirits,381.5,57,34,202,5,,,TRUE,TRUE,TRUE
2023,4,Mccoy Ltd,SKU3145,Mixer,401.92,150,29.68,374,91,,,TRUE,TRUE,TRUE
2023,4,Moore-Williams,SKU3177,Spirits,38.41,59,26.17,207,433,,,TRUE,TRUE,TRUE
2023,4,Guerrero-Sullivan,SKU3186,Cider,45.32,15,40.79,161,51,,,TRUE,TRUE,TRUE
2023,4,Rodriguez-Allen,SKU3190,Cider,274.25,165,44.72,86,28,,,TRUE,TRUE,TRUE
2023,4,Mccoy Ltd,SKU3238,Beer  ,,42,28.97,361,309,,,FALSE,TRUE,TRUE
2023,4,"Johnson, Davis and Finley",SKU3300,Spirits,342.11,106,35.19,253,41,,,TRUE,TRUE,TRUE
2023,4,Holt Ltd,SKU3355,Beer,33.53,72,17.94,210,259,,,TRUE,TRUE,TRUE
2023,4,"AYERS, MORALES AND JORDAN",SKU3363,Wine,488.43,189,17.66,59,367,,,TRUE,TRUE,TRUE
2023,4,Romero Inc,SKU3386,Mixer,486.53,75,35.09,168,478,,,TRUE,TRUE,TRUE
2023,4,"Perkins, Turner and Elliott",SKU3477,Wine,358.21,74,41.81,62,455,,,TRUE,TRUE,TRUE
2023,4,"ROBINSON, FLEMING AND ADKINS",SKU3509,Wine,443.46,159,38.8,74,349,,,TRUE,TRUE,TRUE
2023,4,"Peterson, Miles and Howard",SKU3540,Wine,416.18,133,36.42,219,121,,,TRUE,TRUE,TRUE
2023,4,"Ayers, Morales and Jordan",SKU3588,Mixer,259.63,143,20.31,432,391,,,TRUE,TRUE,TRUE
2023,4,"Sutton, Rogers and Rodriguez",SKU3599,Mixer,496.56,113,49.51,295,417,,,TRUE,TRUE,TRUE
2023,4,"Sutton, Rogers and Rodriguez",SKU3620,Mixer,,77,41.82,196,464,,,FALSE,TRUE,TRUE
2023,4,Contreras and Sons,SKU3637,Mixer,57.51,183,,48,363,,,TRUE,TRUE,TRUE
2023,4,"Strong, Elliott and Parsons",SKU3680,Mixer,410.56,83,45.19,364,109,,,TRUE,TRUE,TRUE
2023,4,Rice Ltd,SKU3713,Wine,409.9,92,15.39,312,136,,,TRUE,TRUE,TRUE
2023,4,"Mcknight, Lopez and Wilson",SKU3749,Wine  ,333.1,99,46.36,158,52,,,TRUE,TRUE,TRUE
2023,4,"Reed, Harris and Wilson",SKU3763,Beer,482.39,69,19.22,471,254,,,TRUE,TRUE,TRUE
2023,4,Cobb Group,SKU3780,Cider  ,390.38,152,43.17,26,428,,,TRUE,TRUE,TRUE
2023,4,"Mcknight, Lopez and Wilson",SKU3792,Spirits,missing,80,16.37,210,92,,,FALSE,TRUE,TRUE
2023,4,Holt Ltd,SKU3794,Cider,290.57,65,21.91,192,340,,,TRUE,TRUE,TRUE
2023,4,"Moore, Noble and Wallace",SKU3828,Mixer,142.62,21,20.68,338,420,,,TRUE,TRUE,TRUE
2023,4,Vance Inc,SKU3847,Beer,missing,151,46.13,74,406,,,FALSE,TRUE,TRUE
2023,4,Cobb Group,SKU3861,Wine  ,299.71,42,17.82,255,492,,,TRUE,TRUE,TRUE
2023,4,"Anderson, Williams and Scott",SKU3887,Wine,413.2,92,,266,326,,,TRUE,TRUE,TRUE
2023,4,"TATE, CALLAHAN AND FORD",SKU3910,Beer,294.55,29,30.21,431,373,,,TRUE,TRUE,TRUE
2023,4,"Martinez, Fry and Wallace",SKU3958,Mixer  ,318.81,50,36.87,231,442,,,TRUE,TRUE,TRUE
2023,4,Black-Powers,SKU3969,Cider,417.49,182,18.19,6,350,,,TRUE,TRUE,TRUE
2023,4,Haynes LLC,SKU3982,Wine,9.5,20,45.09,68,53,,,TRUE,TRUE,TRUE
2023,4,"Robinson, Young and Garcia",SKU4028,Spirits,44.73,26,24.07,339,293,,,TRUE,TRUE,TRUE
2023,4,Black-Powers,SKU4076,Cider,34.12,188,24.24,377,8,,,TRUE,TRUE,TRUE
2023,4,Mejia-Holmes,SKU4104,Spirits,494.59,15,21,351,285,,,TRUE,TRUE,TRUE
2023,4,Vance Inc,SKU4120,Spirits,65.77,109,21.91,336,142,,,TRUE,TRUE,TRUE
2023,4,"Johnson, Davis and Finley",SKU4172,Mixer,174.93,169,36.27,300,14,,,TRUE,TRUE,TRUE
2023,4,Patel Group,SKU4203,Mixer,80.89,27,11.24,490,61,,,TRUE,TRUE,TRUE
2023,4,Baxter LLC,SKU4205,Spirits,305.31,123,31.65,267,348,,,TRUE,TRUE,TRUE
2023,4,Richardson-Ferguson,SKU4301,Wine,492.81,198,47.91,473,157,,,TRUE,TRUE,TRUE
2023,4,Guerrero-Sullivan,SKU4321,Mixer,487.35,91,17.57,488,286,,,TRUE,TRUE,TRUE
2023,4,Hall PLC,SKU4375,Beer,160.46,162,47.94,419,293,,,TRUE,TRUE,TRUE
2023,4,Mccoy Ltd,SKU4396,Wine  ,112.01,146,12.18,257,451,,,TRUE,TRUE,TRUE
2023,4,MEJIA-HOLMES,SKU4429,Spirits,418.5,159,14.23,385,183,,,TRUE,TRUE,TRUE
2023,4,Guerrero-Sullivan,SKU4459,Cider,405.51,23,18.42,491,34,,,TRUE,TRUE,TRUE
2023,4,Martinez-Marquez,SKU4510,Beer,117.86,183,11.7,269,229,,,TRUE,TRUE,TRUE
2023,4,"Perkins, Turner and Elliott",SKU4516,Mixer,362.26,131,38.76,136,60,,,TRUE,TRUE,TRUE
2023,4,Baxter LLC,SKU4656,Cider,49.2,196,40.82,3,477,,,TRUE,TRUE,TRUE
2023,4,Baker Group,SKU4760,Wine,31.89,117,32.55,213,491,,,TRUE,TRUE,TRUE
2023,4,Glover-Johnson,SKU4794,Mixer,222.05,50,6.66,52,94,,,TRUE,TRUE,TRUE
2023,4,Cook-Gregory,SKU4874,Cider,245.33,152,47.98,447,170,,,TRUE,TRUE,TRUE
2023,4,Baxter LLC,SKU4875,Wine,58.44,16,22.31,303,328,,,TRUE,TRUE,TRUE
2023,4,Romero Inc,SKU4878,Mixer,317.61,78,29.22,293,66,,,TRUE,TRUE,TRUE
2023,4,Vance Inc,SKU4880,Spirits,37.28,43,34.16,40,447,,,TRUE,TRUE,TRUE
2023,4,"Perez, Ray and Miller",SKU4936,Cider,415.71,153,37.34,165,152,,,TRUE,TRUE,TRUE
2023,4,Hall PLC,SKU5038,Beer,41.56,94,9.93,483,146,,,TRUE,TRUE,TRUE
2023,4,Mejia-Holmes,SKU5103,Wine,395.59,86,35.08,128,225,,,TRUE,TRUE,TRUE
2023,4,"Ayers, Morales and Jordan",SKU5151,Cider,115.16,106,19.42,9,402,,,TRUE,TRUE,TRUE
2023,4,"Perkins, Turner and Elliott",SKU5153,Spirits,384.82,106,8.68,236,449,,,TRUE,TRUE,TRUE
2023,4,Martinez-Marquez,SKU5156,Beer,203.85,78,24.71,145,106,,,TRUE,TRUE,TRUE
2023,4,"Reed, Harris and Wilson",SKU5188,Cider,43.35,73,15.66,488,247,,,TRUE,TRUE,TRUE
2023,4,"Moore, Noble and Wallace",SKU5263,Beer,176.51,177,48.98,216,347,,,TRUE,TRUE,TRUE
2023,4,"Anderson, Williams and Scott",SKU5305,Wine,349.49,173,11.87,308,61,,,TRUE,TRUE,TRUE
2023,4,Bauer LLC,SKU5367,Mixer  ,307.95,139,31.94,5,162,,,TRUE,TRUE,TRUE
2023,4,Mejia-Holmes,SKU5399,Mixer  ,100.59,135,48.27,384,249,,,TRUE,TRUE,TRUE
2023,4,"Reed, Harris and Wilson",SKU5487,Beer,480.62,152,46.78,0,19,,,TRUE,TRUE,TRUE
2023,4,"Hanson, Morris and Moran",SKU5515,Beer,149,107,34.14,201,368,,,TRUE,TRUE,TRUE
2023,4,"Robinson, Fleming and Adkins",SKU5572,Spirits,141.68,1,6.5,17,101,,,TRUE,TRUE,TRUE
2023,4,Romero Inc,SKU5590,Spirits,58.83,80,27.32,482,297,,,TRUE,TRUE,TRUE
2023,4,Guerrero-Sullivan,SKU5635,Mixer,331.88,7,5.8,385,259,,,TRUE,TRUE,TRUE
2023,4,"Moore, Noble and Wallace",SKU5641,Spirits  ,334.08,51,8.38,78,348,,,TRUE,TRUE,TRUE
2023,4,"Reed, Harris and Wilson",SKU5680,Wine  ,408.53,140,19.15,-396,223,,,TRUE,TRUE,TRUE
2023,4,"Strong, Elliott and Parsons",SKU5697,Spirits,365.21,171,26.2,210,109,,,TRUE,TRUE,TRUE
2023,4,Holt Ltd,SKU5699,Beer,187.67,149,8.13,467,410,,,TRUE,TRUE,TRUE
2023,4,Haynes LLC,SKU5704,Cider,65.25,106,27.51,26,181,,,TRUE,TRUE,TRUE
2023,4,Edwards-Hudson,SKU5720,Cider,458.01,147,22.39,134,443,,,TRUE,TRUE,TRUE
2023,4,"Strong, Elliott and Parsons",SKU5805,Spirits,154.52,162,14.51,337,19,,,TRUE,TRUE,TRUE
2023,4,"Tate, Callahan and Ford",SKU5852,Beer,71.97,42,33.79,225,113,,,TRUE,TRUE,TRUE
2023,4,Hall PLC,SKU5873,Mixer,422.32,15,37.76,37,458,,,TRUE,TRUE,TRUE
2023,4,Romero Inc,SKU5931,Wine,467.93,154,38.97,221,443,,,TRUE,TRUE,TRUE
2023,4,"Hanson, Morris and Moran",SKU5957,Cider  ,322.96,55,25.68,385,261,,,TRUE,TRUE,TRUE
2023,4,Romero Inc,SKU6035,Cider,126.27,132,13.82,208,162,,,TRUE,TRUE,TRUE
2023,4,"Martinez, Fry and Wallace",SKU6055,Mixer,205.5,99,,225,220,,,TRUE,TRUE,TRUE
2023,4,"Perkins, Turner and Elliott",SKU6089,Spirits,214.62,63,18.3,139,321,,,TRUE,TRUE,TRUE
2023,4,"Johnson, Davis and Finley",SKU6100,Spirits,209.06,64,35.91,476,401,,,TRUE,TRUE,TRUE
2023,4,"Anderson, Williams and Scott",SKU6103,Mixer,462.59,160,8.93,245,468,,,TRUE,TRUE,TRUE
2023,4,"Hanson, Morris and Moran",SKU6112,Spirits,434.8,42,32,263,244,,,TRUE,TRUE,TRUE
2023,4,Graham Inc,SKU6174,Cider,216.51,182,38.26,436,408,,,TRUE,TRUE,TRUE
2023,4,Hayes-Burke,SKU6232,Mixer,220.2,146,32.3,-51,278,,,TRUE,TRUE,TRUE
2023,4,"Robinson, Fleming and Adkins",SKU6235,Mixer  ,157.09,64,18.89,58,73,,,TRUE,TRUE,TRUE
2023,4,Haynes LLC,SKU6241,Wine,232.61,108,47.22,41,146,,,TRUE,TRUE,TRUE
2023,4,BLACK-POWERS,SKU6244,Beer,110.62,107,43.51,347,175,,,TRUE,TRUE,TRUE
2023,4,Black-Powers,SKU6281,Wine,177.87,94,38.6,428,446,,,TRUE,TRUE,TRUE
2023,4,Rodriguez-Allen,SKU6300,Mixer,240.01,57,32.32,132,476,,,TRUE,TRUE,TRUE
2023,4,"Peterson, Miles and Howard",SKU6321,Wine  ,,196,48.7,126,437,,,FALSE,TRUE,TRUE
2023,4,Cook-Gregory,SKU6396,Mixer,61.61,186,14.3,218,258,,,TRUE,TRUE,TRUE
2023,4,"AYERS, MORALES AND JORDAN",SKU6408,Mixer,116.87,87,13.2,4,382,,,TRUE,TRUE,TRUE
2023,4,Hall PLC,SKU6526,Spirits,187.3,3,32.49,334,162,,,TRUE,TRUE,TRUE
2023,4,"Hanson, Morris and Moran",SKU6586,Wine,145.8,142,14.77,136,462,,,TRUE,TRUE,TRUE
2023,4,Moore-Williams,SKU6588,Wine,169.26,20,5.07,224,137,,,TRUE,TRUE,TRUE
2023,4,"ROBINSON, YOUNG AND GARCIA",SKU6589,Cider,417.1,65,6.16,241,48,,,TRUE,TRUE,TRUE
2023,4,Vance Inc,SKU6594,Cider,18.82,137,10.92,41,421,,,TRUE,TRUE,TRUE
2023,4,"Tate, Callahan and Ford",SKU6606,Wine,300.46,68,46.84,153,8,,,TRUE,TRUE,TRUE
2023,4,"Robinson, Young and Garcia",SKU6611,Spirits,467.16,166,,14,243,,,TRUE,TRUE,TRUE
2023,4,"Martinez, Fry and Wallace",SKU6796,Cider,496.01,92,43.35,273,94,,,TRUE,TRUE,TRUE
2023,4,"Allen, Ramirez and Rodriguez",SKU6802,Cider,487.69,65,49.37,37,122,,,TRUE,TRUE,TRUE
2023,4,Patel Group,SKU6835,Spirits,192.18,59,32.09,195,382,,,TRUE,TRUE,TRUE
2023,4,"Strong, Elliott and Parsons",SKU6843,Spirits,76.56,198,28.99,282,452,,,TRUE,TRUE,TRUE
2023,4,Holt Ltd,SKU6854,Mixer,105.34,26,27.25,245,76,,,TRUE,TRUE,TRUE
2023,4,"Robinson, Fleming and Adkins",SKU6866,Spirits,273.48,95,33.25,76,337,,,TRUE,TRUE,TRUE
2023,4,"Martinez, Fry and Wallace",SKU6892,Wine,204.77,190,25.17,229,263,,,TRUE,TRUE,TRUE
2023,4,Moore-Williams,SKU6976,Cider,451.91,165,19.15,435,34,,,TRUE,TRUE,TRUE
2023,4,Cobb Group,SKU7019,Cider,230.41,1,34.52,426,350,,,TRUE,TRUE,TRUE
2023,4,"Mcknight, Lopez and Wilson",SKU7099,Beer,23.26,96,43.04,26,452,,,TRUE,TRUE,TRUE
2023,4,Haynes LLC,SKU7194,Wine,39.3,154,31.2,114,64,,,TRUE,TRUE,TRUE
2023,4,Thomas-Campos,SKU7200,Cider,286.93,156,6.92,417,140,,,TRUE,TRUE,TRUE
2023,4,"Perez, Ray and Miller",SKU7223,Wine,125.64,123,20.85,83,406,,,TRUE,TRUE,TRUE
2023,4,Edwards-Hudson,SKU7281,Wine  ,421.84,63,21.25,23,144,,,TRUE,TRUE,TRUE
2023,4,Padilla-Marquez,SKU7294,Beer,493.13,191,38.88,269,415,,,TRUE,TRUE,TRUE
2023,4,"Riddle, Robinson and Banks",SKU7320,Cider,401.3,79,27.42,9,102,,,TRUE,TRUE,TRUE
2023,4,"Sutton, Rogers and Rodriguez",SKU7347,Cider,226.88,145,33.11,39,78,,,TRUE,TRUE,TRUE
2023,4,Cobb Group,SKU7357,Spirits  ,210.93,128,41.72,245,64,,,TRUE,TRUE,TRUE
2023,4,"Ayers, Morales and Jordan",SKU7358,Beer,325.07,34,48.11,131,184,,,TRUE,TRUE,TRUE
2023,4,Padilla-Marquez,SKU7403,Beer,78.66,13,13.09,254,488,,,TRUE,TRUE,TRUE
2023,4,Glover-Johnson,SKU7430,Wine,246.65,43,29.97,223,277,,,TRUE,TRUE,TRUE
2023,4,Guerrero-Sullivan,SKU7434,Spirits  ,61.45,180,34.48,229,496,,,TRUE,TRUE,TRUE
2023,4,"Ayers, Morales and Jordan",SKU7454,Spirits,96.77,3,41.46,428,8,,,TRUE,TRUE,TRUE
2023,4,"Reed, Harris and Wilson",SKU7489,Beer,394.97,30,7.92,268,341,,,TRUE,TRUE,TRUE
2023,4,"Tate, Callahan and Ford",SKU7545,Wine,56.37,165,22.31,147,33,,,TRUE,TRUE,TRUE
2023,4,Edwards-Hudson,SKU7570,Wine,27.9,132,6.8,227,438,,,TRUE,TRUE,TRUE
2023,4,Lambert Inc,SKU7627,Mixer,31.46,156,28.94,311,193,,,TRUE,TRUE,TRUE
2023,4,Martinez-Marquez,SKU7687,Cider,464.16,11,21.7,492,355,,,TRUE,TRUE,TRUE
2023,4,Hall PLC,SKU7752,Cider,255.94,36,44.42,489,92,,,TRUE,TRUE,TRUE
2023,4,ROMERO INC,SKU7844,Wine,494.59,196,27.62,441,382,,,TRUE,TRUE,TRUE
2023,4,Mejia-Holmes,SKU7871,Mixer,387.77,168,10.6,96,468,,,TRUE,TRUE,TRUE
2023,4,"Anderson, Williams and Scott",SKU7874,Mixer,84.54,18,24.77,238,363,,,TRUE,TRUE,TRUE
2023,4,Rodriguez-Allen,SKU8024,Cider,354.73,197,13.54,253,-357,,,TRUE,TRUE,TRUE
2023,4,PADILLA-MARQUEZ,SKU8039,Wine,313.55,8,47.91,8,313,,,TRUE,TRUE,TRUE
2023,4,Lambert Inc,SKU8057,Wine  ,108.51,103,29,390,331,,,TRUE,TRUE,TRUE
2023,4,Hall PLC,SKU8086,Beer,1.24,92,36.49,54,393,,,TRUE,TRUE,TRUE
2023,4,"Robinson, Young and Garcia",SKU8092,Cider,386.45,194,7.13,489,403,,,TRUE,TRUE,TRUE
2023,4,Mejia-Holmes,SKU8101,Wine,260.85,117,14.22,171,148,,,TRUE,TRUE,TRUE
2023,4,Lambert Inc,SKU8125,Wine,313.38,121,49.15,118,31,,,TRUE,TRUE,TRUE
2023,4,Richardson-Ferguson,SKU8128,Cider,68.24,166,,362,133,,,TRUE,TRUE,TRUE
2023,4,"Perez, Ray and Miller",SKU8133,Beer,158.42,9,45.08,398,67,,,TRUE,TRUE,TRUE
2023,4,"Anderson, Williams and Scott",SKU8192,Spirits,220.13,4,5.93,477,196,,,TRUE,TRUE,TRUE
2023,4,Padilla-Marquez,SKU8237,Cider,162.08,177,21.89,258,377,,,TRUE,TRUE,TRUE
2023,4,"Robinson, Young and Garcia",SKU8254,Wine,324.15,7,35.5,175,290,,,TRUE,TRUE,TRUE
2023,4,Jones-Jensen,SKU8309,Wine,101.84,75,24.43,442,458,,,TRUE,TRUE,TRUE
2023,4,"Tate, Callahan and Ford",SKU8331,Cider,497.86,42,36.87,437,93,,,TRUE,TRUE,TRUE
2023,4,"Anderson, Williams and Scott",SKU8404,Spirits  ,183.53,47,47.81,326,2,,,TRUE,TRUE,TRUE
2023,4,Padilla-Marquez,SKU8413,Beer,224.11,13,9.15,172,162,,,TRUE,TRUE,TRUE
2023,4,Douglas PLC,SKU8432,Beer,452.76,141,27.9,404,464,,,TRUE,TRUE,TRUE
2023,4,"REED, HARRIS AND WILSON",SKU8457,Cider,307.54,73,38.51,54,85,,,TRUE,TRUE,TRUE
2023,4,Edwards-Hudson,SKU8480,Spirits,479.13,169,7.95,329,107,,,TRUE,TRUE,TRUE
2023,4,Contreras and Sons,SKU8494,Spirits,328.98,59,42.93,465,28,,,TRUE,TRUE,TRUE
2023,4,"Johnson, Davis and Finley",SKU8536,Spirits,23.04,110,45.53,328,184,,,TRUE,TRUE,TRUE
2023,4,Vance Inc,SKU8543,Mixer,121.75,156,46.25,464,131,,,TRUE,TRUE,TRUE
2023,4,"TATE, CALLAHAN AND FORD",SKU8555,Wine,213.24,10,45.76,83,292,,,TRUE,TRUE,TRUE
2023,4,GRAHAM INC,SKU8565,Beer,241.22,85,47.96,68,315,,,TRUE,TRUE,TRUE
2023,4,Black-Powers,SKU8567,Cider,120.73,71,28.9,17,404,,,TRUE,TRUE,TRUE
2023,4,"PEREZ, RAY AND MILLER",SKU8579,Wine,missing,125,33.85,450,322,,,FALSE,TRUE,TRUE
2023,4,Mejia-Holmes,SKU8603,Beer,379.67,126,23.6,422,205,,,TRUE,TRUE,TRUE
2023,4,"Hanson, Morris and Moran",SKU8611,Cider,466.94,22,36,24,171,,,TRUE,TRUE,TRUE
2023,4,"Reed, Harris and Wilson",SKU8656,Spirits,293.73,2,29.9,166,235,,,TRUE,TRUE,TRUE
2023,4,Martinez-Marquez,SKU8665,Beer,233.3,192,14.41,373,313,,,TRUE,TRUE,TRUE
2023,4,"Anderson, Williams and Scott",SKU8701,Mixer,291.79,112,18.81,220,444,,,TRUE,TRUE,TRUE
2023,4,Romero Inc,SKU8707,Spirits,72.9,133,36.7,417,341,,,TRUE,TRUE,TRUE
2023,4,Rodriguez-Allen,SKU8757,Mixer,257.91,143,13.26,223,161,,,TRUE,TRUE,TRUE
2023,4,"Perez, Ray and Miller",SKU8775,Cider,253.7,23,38.73,21,116,,,TRUE,TRUE,TRUE
2023,4,Contreras and Sons,SKU8840,Cider  ,244.58,52,25.84,491,188,,,TRUE,TRUE,TRUE
2023,4,Graham Inc,SKU8899,Wine,140.21,158,15.69,489,203,,,TRUE,TRUE,TRUE
2023,4,"Reed, Harris and Wilson",SKU8940,Wine  ,80.64,62,40.35,-457,330,,,TRUE,TRUE,TRUE
2023,4,"Johnson, Davis and Finley",SKU9093,Beer,259.69,99,30.66,410,312,,,TRUE,TRUE,TRUE
2023,4,Cobb Group,SKU9113,Mixer,418.06,188,13.64,263,385,,,TRUE,TRUE,TRUE
2023,4,Edwards-Hudson,SKU9133,Spirits,2.64,72,29.63,422,36,,,TRUE,TRUE,TRUE
2023,4,Thomas-Campos,SKU9193,Mixer,186.17,58,45.28,1,304,,,TRUE,TRUE,TRUE
2023,4,Hall PLC,SKU9307,Cider,210.68,134,13.77,180,217,,,TRUE,TRUE,TRUE
2023,4,Vance Inc,SKU9324,Mixer,182.9,92,46.13,44,409,,,TRUE,TRUE,TRUE
2023,4,Guerrero-Sullivan,SKU9402,Spirits,47.18,23,20.48,371,394,,,TRUE,TRUE,TRUE
2023,4,Cook-Gregory,SKU9429,Mixer,,143,25.84,363,358,,,FALSE,TRUE,TRUE
2023,4,COBB GROUP,SKU9477,Cider,348,32,38.54,216,193,,,TRUE,TRUE,TRUE
2023,4,"Perez, Ray and Miller",SKU9487,Mixer,283.96,152,30.61,425,263,,,TRUE,TRUE,TRUE
2023,4,"Mcknight, Lopez and Wilson",SKU9508,Spirits,433.65,128,43.24,295,22,,,TRUE,TRUE,TRUE
2023,4,Edwards-Hudson,SKU9552,Wine,406.86,117,33.86,313,149,,,TRUE,TRUE,TRUE
2023,4,"Johnson, Davis and Finley",SKU9621,Spirits,157.94,8,20.18,364,452,,,TRUE,TRUE,TRUE
2023,4,Romero Inc,SKU9630,Cider,23.78,161,25.2,413,154,,,TRUE,TRUE,TRUE
2023,4,Black-Powers,SKU9650,Wine,212.83,42,37.32,81,25,,,TRUE,TRUE,TRUE
2023,4,Holt Ltd,SKU9670,Spirits,280.26,123,11.82,300,55,,,TRUE,TRUE,TRUE
2023,4,Rice Ltd,SKU9691,Mixer,225.45,97,29.86,102,278,,,TRUE,TRUE,TRUE
2023,4,Padilla-Marquez,SKU9722,Mixer  ,298.22,99,13.54,307,197,,,TRUE,TRUE,TRUE
2023,4,"Sutton, Rogers and Rodriguez",SKU9735,Mixer,411.65,63,27.6,227,446,,,TRUE,TRUE,TRUE
2023,4,Martinez-Marquez,SKU9744,Spirits,59.99,163,32.1,34,167,,,TRUE,TRUE,TRUE
2023,4,Johnson Group,SKU9758,Spirits,120.22,28,26.18,53,167,,,TRUE,TRUE,TRUE
2023,4,Baker Group,SKU9765,Spirits,160.93,73,23.44,314,204,,,TRUE,TRUE,TRUE
2023,4,Martinez-Marquez,SKU9836,Wine,168.46,11,N/A,164,224,,,TRUE,TRUE,TRUE
2023,4,Graham Inc,SKU9844,Cider,342.03,173,8.06,223,380,,,TRUE,TRUE,TRUE
2023,4,"Martinez, Fry and Wallace",SKU9873,Beer,200.3,166,45.61,132,305,,,TRUE,TRUE,TRUE
2023,4,JOHNSON GROUP,SKU9888,Mixer,214.46,82,30.66,212,309,,,TRUE,TRUE,TRUE
2023,4,Lambert Inc,SKU9933,Wine,202.34,15,29.33,441,4,,,TRUE,TRUE,TRUE
2023,4,"Allen, Ramirez and Rodriguez",SKU9945,Wine,397.71,42,,31,321,,,TRUE,TRUE,TRUE
