year,month,supplier,item_code,item_type,retail_sales,retail_transfers,cost_per_unit,beg_inventory,end_inventory
2022,2,"Strong, Elliott and Parsons",SKU9575,Mixer,220.69,27,7.61,392,126
2022,2,"Robinson, Young and Garcia",SKU9593,Mixer,64.65,73,4.31,234,153
2022,2,Guerrero-Sullivan,SKU9622,Wine,193.28,28,12.08,205,333
2022,2,Vance Inc,SKU9654,Cider,75.68,137,9.46,278,364
2022,2,Cook-Gregory,SKU9664,Beer,156.52,192,5.59,339,408
2022,2,Vance Inc,SKU9668,Spirits  ,1089.0,169,49.5,195,410
2022,2,Baker Group,SKU9674,Cider,120.2,15,6.01,260,489
2022,2,"Robinson, Fleming and Adkins",SKU9701,Beer,210.24,45,11.68,345,278
2022,2,Baker Group,SKU9718,Wine,265.58,63,18.97,347,226
2022,2,"Peterson, Miles and Howard",SKU9729,Beer,61.71,10,5.61,486,498
2022,2,Bauer LLC,SKU9908,Beer,87.12,125,9.68,470,125
2022,2,Rodriguez-Allen,SKU9909,Beer,335.72,32,11.99,249,192
2022,2,Hall PLC,SKU10021,Mixer,124.66,47,5.42,309,390
2022,2,"Tate, Callahan and Ford",SKU10032,Beer,126.88,66,7.93,472,263
2022,2,Jones-Jensen,SKU10035,Cider,142.24,66,10.16,93,100
2022,2,Jones-Jensen,SKU10072,Mixer,52.78,151,7.54,177,356
2022,2,Edwards-Hudson,SKU10099,Spirits,403.75,177,21.25,466,299
2022,2,Douglas PLC,SKU10121,Cider,170.24,75,10.64,465,181
2022,2,"Robinson, Young and Garcia",SKU10272,Cider,67.84,117,8.48,206,172
2022,2,Richardson-Ferguson,SKU10279,Beer,282.24,97,13.44,337,92
2022,2,Baker Group,SKU10285,Wine  ,160.32,139,20.04,479,376
2022,2,"Riddle, Robinson and Banks",SKU10388,Cider,231.84,106,11.04,467,169
2022,2,"Hanson, Morris and Moran",SKU10433,Beer,326.48,23,11.66,224,59
2022,2,"Peterson, Miles and Howard",SKU10497,Mixer,46.42,59,4.22,72,143
2022,2,Holt Ltd,SKU10566,Wine  ,305.82,60,16.99,167,437
2022,2,Richardson-Ferguson,SKU10584,Mixer,152.32,76,5.44,443,78
2022,2,"Ayers, Morales and Jordan",SKU10585,Cider,121.92,29,5.08,108,232
2022,2,"Johnson, Davis and Finley",SKU10614,Spirits,528.84,160,40.68,471,345
2022,2,MARTINEZ-MARQUEZ,SKU10681,Mixer,37.0,112,7.4,471,371
2022,2,Haynes LLC,SKU10746,Beer,221.1,80,14.74,189,199
2022,2,"Ayers, Morales and Jordan",SKU10778,Wine,176.56,60,22.07,117,142
2022,2,Contreras and Sons,SKU10809,Cider,73.15,42,6.65,99,111
2022,2,Rice Ltd,SKU10860,Mixer,115.5,183,7.7,252,314
2022,2,Baxter LLC,SKU10861,Cider,172.35,61,11.49,343,418
2022,2,"Perez, Ray and Miller",SKU10902,Cider,83.64,107,6.97,232,370
2022,2,Edwards-Hudson,SKU10947,Spirits,320.46,131,22.89,453,201
2022,2,Moore-Williams,SKU10970,Cider,76.37,67,10.91,433,100
2023,2,Guerrero-Sullivan,SKU1017,Beer,95.59,27,8.69,220,175
2023,2,Cobb Group,SKU1075,Cider,59.6,111,5.96,407,336
2023,2,"Robinson, Young and Garcia",SKU1133,Beer,87.56,156,7.96,132,414
2023,2,Graham Inc,SKU1136,Spirits,611.65,178,47.05,383,114
2023,2,"PERKINS, TURNER AND ELLIOTT",SKU1177,Beer,260.68,10,13.72,217,258
2023,2,Haynes LLC,SKU1214,Mixer,75.6,179,5.04,497,232
2023,2,Johnson Group,SKU1261,Beer,209.34,2,11.63,259,254
2023,2,Glover-Johnson,SKU1268,Cider,58.41,181,6.49,136,158
2023,2,Holt Ltd,SKU1290,Spirits  ,415.65,75,24.45,243,197
2023,2,"Allen, Ramirez and Rodriguez",SKU1327,Beer,176.54,24,6.79,140,110
2023,2,Haynes LLC,SKU1358,Wine  ,227.64,90,10.84,58,428
2023,2,Lambert Inc,SKU1362,Cider,124.64,130,7.79,128,86
2023,2,Baxter LLC,SKU1426,Mixer,101.08,194,5.32,481,493
2023,2,Moore-Williams,SKU1474,Wine  ,227.52,131,14.22,206,451
2023,2,Padilla-Marquez,SKU1481,Wine,372.24,14,20.68,166,446
2023,2,"Peterson, Miles and Howard",SKU1496,Beer,149.73,183,7.13,96,64
2023,2,"Johnson, Davis and Finley",SKU1498,Wine  ,626.92,8,22.39,197,56
2023,2,"Ayers, Morales and Jordan",SKU1540,Cider  ,159.84,139,8.88,103,424
2023,2,"Martinez, Fry and Wallace",SKU1695,Beer,135.1,109,9.65,472,275
2023,2,Rodriguez-Allen,SKU1714,Wine,289.17,28,17.01,431,91
2023,2,"Perez, Ray and Miller",SKU1738,Beer,171.73,169,13.21,87,275
2023,2,"Anderson, Williams and Scott",SKU1763,Mixer,75.43,199,3.97,494,51
2023,2,Mejia-Holmes,SKU1775,Beer,79.2,131,13.2,224,314
2023,2,"Allen, Ramirez and Rodriguez",SKU1797,Spirits,436.6,110,21.83,62,191
2023,2,Lambert Inc,SKU1843,Mixer,179.14,13,6.89,390,124
2023,2,"Sutton, Rogers and Rodriguez",SKU1877,Cider,101.22,4,7.23,355,384
2023,2,"Reed, Harris and Wilson",SKU1961,Mixer,163.02,180,7.41,435,340
2023,2,Thomas-Campos,SKU2049,Wine,348.6,111,16.6,270,413
2023,2,"Moore, Noble and Wallace",SKU2068,Cider  ,137.02,49,8.06,471,281
2023,2,Baker Group,SKU2070,Cider,40.05,186,8.01,193,234
2023,2,Guerrero-Sullivan,SKU2235,Cider,108.6,62,9.05,155,398
2023,2,Holt Ltd,SKU2309,Mixer,92.62,199,4.21,288,193
2023,2,Romero Inc,SKU2325,Beer,152.32,143,5.44,419,373
2023,2,Glover-Johnson,SKU2387,Cider  ,130.08,148,8.13,56,257
2023,2,Thomas-Campos,SKU2389,Wine,348.3,91,23.22,412,346
2023,2,Mejia-Holmes,SKU2402,Cider,227.64,62,8.13,240,202
2023,2,"Hanson, Morris and Moran",SKU2406,Spirits  ,353.54,73,32.14,75,124
2023,2,Moore-Williams,SKU2439,Cider,175.8,78,8.79,276,424
2023,2,"Ayers, Morales and Jordan",SKU2440,Mixer  ,94.86,49,5.58,326,261
2023,2,Baker Group,SKU2497,Mixer,92.82,176,6.63,315,219
2023,2,"Anderson, Williams and Scott",SKU2520,Wine,69.35,81,13.87,481,488
2023,2,Cook-Gregory,SKU2640,Beer,194.04,49,13.86,390,266
2023,2,Haynes LLC,SKU2659,Spirits,1308.01,23,56.87,479,219
2023,2,Johnson Group,SKU2723,Spirits,1245.51,185,46.13,434,150
2023,2,"Ayers, Morales and Jordan",SKU2725,Mixer,75.42,33,4.19,56,254
2023,2,"Allen, Ramirez and Rodriguez",SKU2759,Beer,123.66,173,13.74,176,61
2023,2,Hayes-Burke,SKU2789,Cider,161.84,71,9.52,265,227
2023,2,Mejia-Holmes,SKU2801,Spirits,478.6,127,23.93,423,266
2023,2,Contreras and Sons,SKU2802,Spirits,330.84,148,36.76,326,372
2023,2,Lambert Inc,SKU2909,Spirits,938.7,69,44.7,63,329
2023,2,"Sutton, Rogers and Rodriguez",SKU2970,Cider,84.06,54,9.34,142,193
2023,2,"Robinson, Young and Garcia",SKU2979,Wine,244.1,103,24.41,297,357
2023,2,Patel Group,SKU2990,Beer,48.3,108,6.9,64,242
2023,2,"Mcknight, Lopez and Wilson",SKU3033,Spirits,435.42,20,48.38,114,478
2023,2,Holt Ltd,SKU3043,Beer,221.4,21,8.2,110,247
2023,2,Haynes LLC,SKU3179,Mixer,21.0,41,3.0,346,459
2023,2,Glover-Johnson,SKU3275,Wine,91.65,112,18.33,213,438
2023,2,Jones-Jensen,SKU3343,Beer,245.14,6,14.42,329,358
2023,2,Mccoy Ltd,SKU3346,Mixer,35.88,67,5.98,325,107
2023,2,"Ayers, Morales and Jordan",SKU3360,Spirits,405.79,128,23.87,164,273
2023,2,"Reed, Harris and Wilson",SKU3400,Mixer,176.32,28,6.08,223,265
2023,2,"Strong, Elliott and Parsons",SKU3449,Mixer,76.38,150,4.02,226,84
2023,2,Hayes-Burke,SKU3484,Wine,322.2,148,17.9,229,324
2023,2,MCCOY LTD,SKU3737,Spirits,579.28,176,44.56,468,168
2023,2,Richardson-Ferguson,SKU3747,Spirits,317.07,75,35.23,246,93
2023,2,"Perez, Ray and Miller",SKU3781,Spirits,598.13,77,46.01,341,81
2023,2,Cobb Group,SKU3912,Cider,273.6,8,11.4,440,435
2023,2,Patel Group,SKU3962,Wine,477.9,173,17.7,492,475
2023,2,"Hanson, Morris and Moran",SKU4001,Beer,293.37,74,13.97,302,205
2023,2,"Anderson, Williams and Scott",SKU4017,Mixer,92.14,36,5.42,242,451
2023,2,Hall PLC,SKU4067,Beer,154.79,46,6.73,435,334
2023,2,Black-Powers,SKU4194,Beer  ,192.85,65,6.65,412,68
2023,2,"Anderson, Williams and Scott",SKU4228,Cider,221.54,18,11.66,91,250
2023,2,Mejia-Holmes,SKU4237,Cider,97.56,162,10.84,123,361
2023,2,"Mcknight, Lopez and Wilson",SKU4277,Wine,374.66,110,17.03,235,484
2023,2,"Peterson, Miles and Howard",SKU4304,Wine,243.39,174,12.81,381,119
2023,2,"Moore, Noble and Wallace",SKU4392,Mixer,24.57,190,3.51,382,489
2023,2,Rodriguez-Allen,SKU4397,Mixer  ,65.88,65,7.32,395,67
2023,2,Haynes LLC,SKU4509,Spirits,749.44,27,46.84,447,381
2023,2,RIVERA-SWANSON,SKU4518,Spirits,645.3,61,23.9,62,244
2023,2,"Peterson, Miles and Howard",SKU4528,Cider,146.28,69,6.36,178,168
2023,2,Graham Inc,SKU4544,Cider,231.66,172,10.53,197,250
2023,2,BAUER LLC,SKU4562,Cider,77.28,46,5.52,309,338
2023,2,Graham Inc,SKU4669,Wine,413.27,95,24.31,401,59
2023,2,"REED, HARRIS AND WILSON",SKU4770,Mixer,20.46,11,3.41,373,217
2023,2,Padilla-Marquez,SKU4892,Cider,171.72,77,9.54,375,168
2023,2,Johnson Group,SKU4893,Mixer,95.54,168,5.62,458,107
2023,2,"Moore, Noble and Wallace",SKU4914,Spirits,257.04,73,36.72,362,399
2023,2,Lambert Inc,SKU5010,Beer,343.28,44,12.26,405,190
2023,2,Thomas-Campos,SKU5011,Wine,179.9,102,12.85,251,194
2023,2,Black-Powers,SKU5043,Beer,235.62,66,10.71,449,292
2023,2,Rice Ltd,SKU5087,Beer,279.5,117,10.75,77,159
2023,2,Rodriguez-Allen,SKU5147,Wine,133.21,86,19.03,375,193
2023,2,Cobb Group,SKU5202,Mixer,99.59,104,4.33,398,487
2023,2,Vance Inc,SKU5217,Mixer,86.76,58,7.23,198,192
2023,2,"Peterson, Miles and Howard",SKU5224,Wine  ,281.16,81,23.43,471,246
2023,2,Cook-Gregory,SKU5249,Spirits,1395.63,101,51.69,125,473
2023,2,Bauer LLC,SKU5268,Mixer,57.31,55,5.21,80,260
2023,2,Martinez-Marquez,SKU5345,Wine,569.56,66,19.64,223,77
2023,2,Graham Inc,SKU5380,Mixer,86.8,18,4.34,378,247
2023,2,"Moore, Noble and Wallace",SKU5500,Wine,430.04,36,16.54,164,458
2023,2,Johnson Group,SKU5525,Mixer,66.5,168,3.5,64,389
2023,2,Graham Inc,SKU5585,Spirits,508.99,133,22.13,469,427
2023,2,Hayes-Burke,SKU5621,Wine,276.6,120,13.83,124,395
2023,2,Graham Inc,SKU5644,Cider  ,166.06,170,7.22,70,175
2023,2,"Perez, Ray and Miller",SKU5656,Spirits,584.76,172,53.16,187,97
2023,2,Bauer LLC,SKU5686,Spirits,926.88,29,38.62,135,176
2023,2,"Robinson, Fleming and Adkins",SKU5706,Mixer,62.16,79,5.18,403,119
2023,2,Bauer LLC,SKU5711,Wine,434.34,51,24.13,451,432
2023,2,"Hanson, Morris and Moran",SKU5739,Wine,210.42,196,15.03,460,117
2023,2,Johnson Group,SKU5833,Beer  ,83.3,144,5.95,369,469
2023,2,Moore-Williams,SKU5839,Cider,120.24,165,5.01,161,215
2023,2,Rice Ltd,SKU5877,Mixer  ,73.4,26,3.67,57,356
2023,2,"Robinson, Fleming and Adkins",SKU5896,Beer,141.5,5,14.15,422,89
2023,2,"Tate, Callahan and Ford",SKU5924,Wine,190.19,159,10.01,471,254
2023,2,"Moore, Noble and Wallace",SKU5976,Cider,44.46,174,7.41,395,367
2023,2,"Martinez, Fry and Wallace",SKU6041,Mixer,24.78,144,4.13,393,189
2023,2,Padilla-Marquez,SKU6046,Mixer,63.63,142,7.07,209,417
2023,2,Martinez-Marquez,SKU6075,Cider,169.74,160,7.38,230,343
2023,2,Vance Inc,SKU6105,Beer,65.52,140,9.36,178,313
2023,2,Douglas PLC,SKU6127,Cider,96.24,48,8.02,324,239
2023,2,Romero Inc,SKU6134,Mixer,106.95,120,7.13,449,70
2023,2,ROMERO INC,SKU6177,Mixer  ,104.25,11,6.95,133,124
2023,2,Hayes-Burke,SKU6208,Wine  ,371.25,19,13.75,145,168
2023,2,"Tate, Callahan and Ford",SKU6215,Mixer,38.61,72,3.51,406,69
2023,2,"Robinson, Young and Garcia",SKU6222,Cider,201.24,15,11.18,296,95
2023,2,Hall PLC,SKU6238,Beer  ,82.8,197,13.8,485,269
2023,2,"Mcknight, Lopez and Wilson",SKU6311,Wine,63.95,147,12.79,406,116
2023,2,Rivera-Swanson,SKU6339,Wine,362.21,160,12.49,175,413
2023,2,Graham Inc,SKU6404,Mixer,84.78,102,3.14,415,460
2023,2,Contreras and Sons,SKU6420,Mixer,66.22,56,3.01,419,354
2023,2,Richardson-Ferguson,SKU6462,Cider,122.54,84,11.14,380,498
2023,2,"Strong, Elliott and Parsons",SKU6478,Spirits,1651.55,177,56.95,250,459
2023,2,Bauer LLC,SKU6525,Mixer,141.68,122,6.44,388,480
2023,2,"Martinez, Fry and Wallace",SKU6549,Beer,156.24,12,7.44,395,452
2023,2,"Mcknight, Lopez and Wilson",SKU6554,Beer,182.5,86,7.3,483,141
2023,2,"Anderson, Williams and Scott",SKU6572,Mixer,143.0,79,7.15,273,370
2023,2,Rice Ltd,SKU6590,Cider,73.92,186,5.28,210,229
2023,2,Patel Group,SKU6618,Wine,585.63,155,21.69,467,457
2023,2,Mejia-Holmes,SKU6643,Mixer,99.75,192,6.65,356,477
2023,2,Richardson-Ferguson,SKU6670,Mixer,44.66,93,3.19,311,398
2023,2,"Martinez, Fry and Wallace",SKU6702,Beer,160.96,187,10.06,179,309
2023,2,"Tate, Callahan and Ford",SKU6821,Spirits,394.66,49,28.19,248,60
2023,2,"Tate, Callahan and Ford",SKU6909,Mixer,44.7,178,4.47,384,387
2023,2,Mccoy Ltd,SKU6924,Wine,618.5,3,24.74,57,208
2023,2,"Reed, Harris and Wilson",SKU6937,Wine,258.94,197,23.54,476,250
2023,2,"Peterson, Miles and Howard",SKU6961,Beer,196.56,192,7.56,383,237
2023,2,Mejia-Holmes,SKU6998,Spirits,1132.56,5,51.48,78,195
2023,2,Haynes LLC,SKU7007,Beer  ,149.92,82,9.37,269,393
2023,2,"Hanson, Morris and Moran",SKU7039,Beer,74.06,60,10.58,106,349
2023,2,Patel Group,SKU7056,Mixer,129.2,164,7.6,143,217
2023,2,Contreras and Sons,SKU7070,Beer  ,129.96,59,7.22,204,187
2023,2,COBB GROUP,SKU7123,Cider,186.75,15,7.47,354,317
2023,2,"Perez, Ray and Miller",SKU7238,Cider,125.4,120,6.6,151,154
2023,2,"Riddle, Robinson and Banks",SKU7239,Cider,163.62,108,6.06,156,376
2023,2,Graham Inc,SKU7252,Cider,219.45,156,11.55,83,489
2023,2,"Peterson, Miles and Howard",SKU7264,Cider,186.07,95,8.09,182,492
2023,2,"Hanson, Morris and Moran",SKU7266,Beer,85.44,156,7.12,108,185
2023,2,"Riddle, Robinson and Banks",SKU7283,Beer,241.8,114,9.3,249,186
2023,2,BAXTER LLC,SKU7296,Mixer,202.44,147,7.23,440,142
2023,2,Cook-Gregory,SKU7342,Spirits,553.18,121,32.54,218,455
2023,2,"Sutton, Rogers and Rodriguez",SKU7376,Wine,373.86,185,20.77,169,375
2023,2,"Johnson, Davis and Finley",SKU7402,Beer,253.81,3,14.93,318,362
2023,2,Baker Group,SKU7492,Cider,187.52,74,11.72,195,482
2023,2,"Perkins, Turner and Elliott",SKU7501,Mixer,21.54,101,3.59,240,450
2023,2,Mccoy Ltd,SKU7573,Mixer,83.37,152,3.97,152,302
2023,2,Vance Inc,SKU7577,Beer,72.72,148,8.08,78,163
2023,2,RODRIGUEZ-ALLEN,SKU7679,Cider,142.17,104,6.77,111,305
2023,2,"Moore, Noble and Wallace",SKU7751,Cider,120.78,27,6.71,188,284
2023,2,Black-Powers,SKU7769,Wine,280.7,139,20.05,115,496
2023,2,Thomas-Campos,SKU7805,Wine,53.4,58,10.68,407,409
2023,2,Rivera-Swanson,SKU7880,Spirits,320.19,163,24.63,439,266
2023,2,Haynes LLC,SKU7884,Cider,105.56,44,8.12,352,161
2023,2,"Hanson, Morris and Moran",SKU7923,Spirits,672.57,133,24.91,405,430
2023,2,"Tate, Callahan and Ford",SKU7943,Cider,95.12,7,11.89,412,372
2023,2,"Ayers, Morales and Jordan",SKU8010,Wine,329.4,112,21.96,423,422
2023,2,Thomas-Campos,SKU8027,Spirits,527.0,109,21.08,462,154
2023,2,Mejia-Holmes,SKU8169,Spirits,802.98,45,29.74,392,259
2023,2,"Martinez, Fry and Wallace",SKU8240,Mixer  ,26.4,34,3.3,489,192
2023,2,"Moore, Noble and Wallace",SKU8246,Wine,115.65,185,12.85,208,154
2023,2,"Reed, Harris and Wilson",SKU8278,Spirits,625.2,77,41.68,367,480
2023,2,Contreras and Sons,SKU8333,Cider,153.14,155,11.78,425,323
2023,2,Hall PLC,SKU8343,Cider,168.45,68,11.23,217,372
2023,2,"Perkins, Turner and Elliott",SKU8375,Cider,90.3,116,6.02,439,441
2023,2,"Tate, Callahan and Ford",SKU8379,Cider,48.18,132,8.03,88,90
2023,2,"Strong, Elliott and Parsons",SKU8444,Cider  ,139.88,129,10.76,182,153
2023,2,Rivera-Swanson,SKU8524,Beer,308.28,13,14.68,122,442
2023,2,Edwards-Hudson,SKU8534,Beer,179.25,109,7.17,308,267
2023,2,"Riddle, Robinson and Banks",SKU8540,Cider,115.29,21,5.49,422,79
2023,2,Jones-Jensen,SKU8544,Wine,117.84,103,14.73,216,437
2023,2,Rivera-Swanson,SKU8590,Cider,206.08,52,7.36,52,391
2023,2,Douglas PLC,SKU8598,Cider,238.41,173,8.83,181,331
2023,2,Baxter LLC,SKU8659,Beer,65.04,115,10.84,108,54
2023,2,ROMERO INC,SKU8681,Mixer,124.99,56,4.31,124,52
2023,2,Lambert Inc,SKU8683,Mixer,72.36,94,4.02,196,451
2023,2,Mccoy Ltd,SKU8691,Spirits,241.8,165,40.3,496,204
2023,2,"Riddle, Robinson and Banks",SKU8726,Mixer,92.31,73,5.43,426,277
2023,2,Rivera-Swanson,SKU8809,Cider  ,254.8,25,9.1,101,64
2023,2,"Mcknight, Lopez and Wilson",SKU8854,Mixer,103.55,119,5.45,434,84
2023,2,Bauer LLC,SKU8861,Mixer,121.68,127,6.76,488,313
2023,2,"Perez, Ray and Miller",SKU8923,Beer,31.5,159,5.25,434,81
2023,2,"Robinson, Fleming and Adkins",SKU8947,Cider,223.44,83,9.31,126,362
2023,2,"Robinson, Fleming and Adkins",SKU8969,Cider,48.48,70,6.06,368,310
2023,2,"Perkins, Turner and Elliott",SKU8984,Wine,102.9,182,20.58,347,472
2023,2,Graham Inc,SKU9044,Mixer,63.12,121,5.26,97,123
2023,2,Richardson-Ferguson,SKU9106,Cider,272.02,31,9.38,364,426
2023,2,Romero Inc,SKU9131,Beer,196.46,118,8.93,364,282
2023,2,"Martinez, Fry and Wallace",SKU9136,Wine,515.43,186,19.09,134,423
2023,2,"Robinson, Fleming and Adkins",SKU9178,Mixer,67.1,191,3.05,412,360
2023,2,Vance Inc,SKU9299,Mixer,86.07,2,4.53,454,123
2023,2,Rodriguez-Allen,SKU9341,Spirits,296.64,94,32.96,318,287
2023,2,"Perkins, Turner and Elliott",SKU9363,Cider,68.74,43,9.82,497,421
2023,2,Hall PLC,SKU9424,Beer,230.16,58,10.96,168,444
2023,2,"Johnson, Davis and Finley",SKU9432,Beer,249.05,42,14.65,362,495
2023,2,THOMAS-CAMPOS,SKU9447,Beer,177.48,165,14.79,284,286
2023,2,Romero Inc,SKU9458,Cider,147.98,72,10.57,188,366
2023,2,"Perez, Ray and Miller",SKU9544,Spirits,255.6,160,51.12,274,374
2023,2,"Tate, Callahan and Ford",SKU9603,Spirits,370.4,184,46.3,383,305
2023,2,Haynes LLC,SKU9606,Cider,194.01,184,6.69,424,215
2023,2,"Reed, Harris and Wilson",SKU9632,Spirits,413.92,177,25.87,395,183
2023,2,Baker Group,SKU9667,Spirits,1205.0,26,48.2,280,54
2023,2,Johnson Group,SKU9684,Beer,226.8,172,11.34,143,466
2023,2,Cobb Group,SKU9689,Cider,148.23,150,5.49,261,427
2023,2,"Moore, Noble and Wallace",SKU9820,Spirits,377.0,126,37.7,476,414
2023,2,"Robinson, Fleming and Adkins",SKU9822,Cider,92.64,65,5.79,126,202
2023,2,Cook-Gregory,SKU9919,Wine,310.17,64,14.77,138,88
2023,2,Graham Inc,SKU9926,Beer,60.32,71,7.54,180,457
2023,2,"Robinson, Young and Garcia",SKU9992,Cider,143.64,129,10.26,356,133
2023,2,Vance Inc,SKU10025,Wine,670.04,122,23.93,449,266
2023,2,"Robinson, Young and Garcia",SKU10196,Cider,61.84,124,7.73,192,468
2023,2,Guerrero-Sullivan,SKU10228,Wine,196.84,149,10.36,70,368
2023,2,"Johnson, Davis and Finley",SKU10263,Mixer  ,71.16,67,5.93,244,430
2023,2,Rivera-Swanson,SKU10267,Cider,61.39,98,8.77,458,73
2023,2,"Perez, Ray and Miller",SKU10364,Cider,114.84,138,9.57,181,287
2023,2,"Johnson, Davis and Finley",SKU10390,Mixer,148.81,25,6.47,273,283
2023,2,"Mcknight, Lopez and Wilson",SKU10442,Wine  ,315.84,91,15.04,484,118
2023,2,Lambert Inc,SKU10470,Mixer  ,55.9,75,4.3,204,444
2023,2,Graham Inc,SKU10479,Beer,178.92,183,9.94,83,317
2023,2,Jones-Jensen,SKU10481,Mixer,82.55,53,6.35,54,343
2023,2,"Mcknight, Lopez and Wilson",SKU10510,Mixer,57.2,82,7.15,223,159
2023,2,"Tate, Callahan and Ford",SKU10537,Cider,167.96,6,6.46,230,296
2023,2,"Reed, Harris and Wilson",SKU10553,Cider,238.96,88,8.24,357,345
2023,2,"ANDERSON, WILLIAMS AND SCOTT",SKU10620,Spirits  ,647.4,154,49.8,350,490
2023,2,Rodriguez-Allen,SKU10629,Wine,414.48,85,17.27,107,425
2023,2,"Johnson, Davis and Finley",SKU10659,Beer,170.04,83,14.17,216,330
2023,2,"Riddle, Robinson and Banks",SKU10717,Cider,137.52,163,5.73,265,198
2023,2,Haynes LLC,SKU10794,Mixer,49.27,32,3.79,72,300
2023,2,"Martinez, Fry and Wallace",SKU10816,Wine,343.98,98,24.57,276,463
2023,2,Romero Inc,SKU10844,Spirits,447.04,14,55.88,464,60
2023,2,Johnson Group,SKU10886,Wine,92.7,198,18.54,115,281
2023,2,Hayes-Burke,SKU10898,Mixer,103.8,119,6.92,233,107
2023,2,Haynes LLC,SKU10918,Beer  ,365.5,10,14.62,493,477
2023,2,Mejia-Holmes,SKU10951,Spirits,450.16,23,26.48,356,425
2023,2,Rivera-Swanson,SKU10961,Wine,112.48,70,14.06,377,378
2023,2,"Johnson, Davis and Finley",SKU10964,Wine,643.72,50,22.99,422,95
2023,2,Martinez-Marquez,SKU10980,Wine,102.0,90,12.75,135,351
2023,2,Lambert Inc,SKU10982,Cider,243.6,72,10.15,106,145
2023,2,Cobb Group,SKU10994,Mixer,108.48,36,4.52,195,483
2024,2,Cook-Gregory,SKU1000,Wine,130.08,50,10.84,326,53
2024,2,Haynes LLC,SKU1008,Wine,447.46,168,17.21,87,363
2024,2,"Anderson, Williams and Scott",SKU1031,Beer,229.54,43,9.98,483,411
2024,2,"Moore, Noble and Wallace",SKU1045,Mixer,42.7,16,4.27,109,433
2024,2,Lambert Inc,SKU1123,Cider,222.8,6,11.14,81,333
2024,2,Rodriguez-Allen,SKU1196,Cider  ,47.5,22,9.5,225,227
2024,2,Mccoy Ltd,SKU1228,Spirits,700.0,0,50.0,115,341
2024,2,Bauer LLC,SKU1247,Mixer,57.96,13,4.14,343,323
2024,2,Rodriguez-Allen,SKU1266,Mixer,129.71,91,7.63,498,139
2024,2,CONTRERAS AND SONS,SKU1267,Wine,721.81,71,24.89,76,286
2024,2,Martinez-Marquez,SKU1280,Cider,218.97,149,8.11,165,419
2024,2,"Robinson, Fleming and Adkins",SKU1292,Beer,237.51,170,8.19,99,146
2024,2,Edwards-Hudson,SKU1334,Wine,402.6,27,20.13,321,254
2024,2,"MARTINEZ, FRY AND WALLACE",SKU1364,Wine,54.15,37,10.83,309,459
2024,2,Hayes-Burke,SKU1371,Wine,123.12,44,13.68,464,459
2024,2,Holt Ltd,SKU1455,Cider,163.2,52,10.88,341,199
2024,2,"Tate, Callahan and Ford",SKU1526,Wine,409.32,82,22.74,230,347
2024,2,"Perez, Ray and Miller",SKU1560,Beer,159.52,104,9.97,124,172
2024,2,Glover-Johnson,SKU1570,Wine,430.04,150,16.54,373,219
2024,2,Romero Inc,SKU1588,Cider,306.88,117,10.96,486,449
2024,2,"Robinson, Young and Garcia",SKU1590,Cider  ,51.92,56,6.49,486,462
2024,2,"Martinez, Fry and Wallace",SKU1601,Cider,163.8,199,11.7,131,284
2024,2,Bauer LLC,SKU1644,Spirits  ,199.44,109,33.24,97,135
2024,2,MEJIA-HOLMES,SKU1667,Spirits,915.11,115,53.83,249,470
2024,2,Patel Group,SKU1693,Mixer,42.56,78,3.04,197,364
2024,2,Haynes LLC,SKU1863,Beer,149.22,121,8.29,80,270
2024,2,COBB GROUP,SKU1909,Mixer,99.0,144,4.95,215,104
2024,2,"Hanson, Morris and Moran",SKU1945,Wine,69.6,153,13.92,246,467
2024,2,Rodriguez-Allen,SKU2041,Wine,383.18,166,16.66,339,165
2024,2,Thomas-Campos,SKU2072,Beer,128.7,127,12.87,487,496
2024,2,Glover-Johnson,SKU2089,Cider,215.88,118,10.28,375,178
2024,2,"Allen, Ramirez and Rodriguez",SKU2140,Cider,70.44,123,5.87,454,222
2024,2,Rivera-Swanson,SKU2215,Cider,315.36,80,11.68,427,470
2024,2,Johnson Group,SKU2217,Beer,200.26,0,10.54,230,145
2024,2,"Perez, Ray and Miller",SKU2246,Cider,146.88,183,8.64,77,306
2024,2,Richardson-Ferguson,SKU2286,Spirits,515.34,170,36.81,121,193
2024,2,Lambert Inc,SKU2291,Cider,186.48,91,8.88,153,70
2024,2,"Perez, Ray and Miller",SKU2403,Beer,114.8,119,5.74,473,226
2024,2,Glover-Johnson,SKU2452,Mixer,116.64,131,6.48,88,243
2024,2,Cobb Group,SKU2459,Cider,44.15,195,8.83,484,237
2024,2,Rice Ltd,SKU2472,Cider,201.24,36,7.74,199,405
2024,2,"Tate, Callahan and Ford",SKU2567,Wine,309.15,115,11.45,499,341
2024,2,"Moore, Noble and Wallace",SKU2569,Mixer,53.46,194,4.86,260,385
2024,2,Lambert Inc,SKU2592,Wine,324.66,181,15.46,203,92
2024,2,Romero Inc,SKU2608,Spirits,294.5,67,58.9,464,90
2024,2,Rodriguez-Allen,SKU2614,Cider,70.2,75,7.8,319,121
2024,2,Thomas-Campos,SKU2631,Beer,117.5,53,11.75,61,117
2024,2,Moore-Williams,SKU2711,Spirits,323.55,88,21.57,411,114
2024,2,Vance Inc,SKU2771,Mixer,95.52,48,5.97,219,393
